UNITID_P,INSTNM,BRANCH,Address,City,State,Zip,sector_cd,sector_desc,total,Murder,NegligentManslaughter,ForcibleSexOffense,NonforcibleSexOffense,Robbery,AggravatedAssault,Burglary,VehicleTheft,Arson,TotalCrime
100654001,Alabama A & M University,Main Campus,4107 MERIDIAN ST,NORMAL,AL,35762,1,"Public, 4-year or above",5706,0,0,4,0,5,13,77,5,3,107
100663001,University of Alabama at Birmingham,Main Campus,"ADMINISTRATION BLDG SUITE 1070, 701 20th Street So",BIRMINGHAM,AL,352940110,1,"Public, 4-year or above",16246,0,0,1,0,5,0,11,8,0,25
100690001,Amridge University,Main Campus,1200 TAYLOR RD,MONTGOMERY,AL,361173553,2,"Private nonprofit, 4-year or above",720,0,0,0,0,0,0,0,0,0,0
100706001,University of Alabama in Huntsville,Main Campus,301 SPARKMAN DR,HUNTSVILLE,AL,35899,1,"Public, 4-year or above",7264,0,0,0,0,0,1,5,2,2,10
100724001,Alabama State University,Main Campus,915 SOUTH JACKSON ST,MONTGOMERY,AL,36104,1,"Public, 4-year or above",,0,0,0,0,11,0,13,7,1,32
100751001,The University of Alabama,Main Campus,946 University Blvd,TUSCALOOSA,AL,354870180,1,"Public, 4-year or above",25544,0,0,6,0,1,4,111,4,1,127
100760001,Central Alabama Community College,Alexander City Campus,1675 CHEROKEE RD,ALEXANDER CITY,AL,350110699,4,"Public, 2-year",2177,0,0,0,0,0,0,1,0,0,1
100760002,Central Alabama Community College,Childersburg Campus,34091 Highway 280,Childersburg,AL,35044,4,"Public, 2-year",2177,0,0,0,0,0,0,0,0,0,0
100812001,Athens State University,Athens State University Main Campus,300 N BEATY ST,ATHENS,AL,35611,1,"Public, 4-year or above",3074,0,0,0,0,0,0,0,0,0,0
100830001,Auburn University-Montgomery,Auburn University Montgomery,7400 EAST DRIVE,MONTGOMERY,AL,361173596,1,"Public, 4-year or above",,0,0,0,0,1,0,1,0,0,2
100858001,Auburn University Main Campus,Main Campus,107 Samford Hall,AUBURN UNIVERSITY,AL,36849,1,"Public, 4-year or above",24137,0,0,0,0,3,7,57,2,0,69
100937001,Birmingham Southern College,Birmingham-Southern College,900 Arkadelphia Road,Birmingham,AL,35254,2,"Private nonprofit, 4-year or above",1389,0,0,6,0,1,4,0,0,0,11
101028001,Chattahoochee Valley Community College,Main Campus,2602 COLLEGE DR,PHENIX CITY,AL,36869,4,"Public, 2-year",1934,0,0,0,0,0,0,0,0,0,0
101073001,Concordia College-Selma,Main Campus,1804 GREEN ST,SELMA,AL,36701,2,"Private nonprofit, 4-year or above",555,0,0,0,0,3,2,0,0,0,5
101116001,South University-Montgomery,Main Campus,5355 Vaughn Road,MONTGOMERY,AL,361161120,3,"Private for-profit, 4-year or above",534,0,0,0,0,0,0,0,0,0,0
101143001,Enterprise-Ozark Community College,Main Campus,600 PLAZA DR,ENTERPRISE,AL,363301300,4,"Public, 2-year",2189,0,0,0,0,0,0,0,0,0,0
101161001,James H Faulkner State Community College,Main Campus,1900 US HWY 31 S,Bay Minette,AL,365072698,4,"Public, 2-year",3612,0,0,0,0,0,0,0,0,0,0
101189001,Faulkner University,Main Campus,5345 ATLANTA HWY,MONTGOMERY,AL,361093378,2,"Private nonprofit, 4-year or above",1860,0,0,0,0,0,0,3,0,0,3
101189002,Faulkner University,FAULKNER UNIVERSITY-BIRMINGHAM,2200 RIVERCHASE CENTER,BIRMINGHAM,AL,352444506,2,"Private nonprofit, 4-year or above",1860,0,0,0,0,0,0,0,0,0,0
101189003,Faulkner University,FAULKNER UNIVERSITY-HUNTSVILLE,420 WYNN DR,HUNTSVILLE,AL,358051963,2,"Private nonprofit, 4-year or above",1860,0,0,0,0,0,0,0,0,0,0
101189004,Faulkner University,FAULKNER UNIVERSITY-MOBILE,3943 Airport Boulevard,MOBILE,AL,366084112,2,"Private nonprofit, 4-year or above",1860,0,0,0,0,0,0,0,0,0,0
101231001,Gadsden Business College,Main Campus,"3225 Rainbow Drive, Suite 246",Rainbow City,AL,35906,9,"Private for-profit, less-than 2-year",,0,0,0,0,0,0,0,0,0,0
101231002,Gadsden Business College,Anniston Branch Campus,"1805 Hillyer Robinson Industrial Parkway, Suite B",Anniston,AL,36207,9,"Private for-profit, less-than 2-year",,0,0,0,0,0,0,0,0,0,0
101240001,Gadsden State Community College,Gadsden State Community College,1001 GEORGE WALLACE DR,GADSDEN,AL,359020227,4,"Public, 2-year",5514,0,0,0,0,0,1,9,0,0,10
101286001,George C Wallace Community College-Dothan,Wallace Campus,1141 Wallace Drive,DOTHAN,AL,363039234,4,"Public, 2-year",3707,0,0,0,0,0,0,0,1,0,1
101286002,George C Wallace Community College-Dothan,Ft. Rucker Center,Building 4502 Kingsman Street,Fort Rucker,AL,36362,4,"Public, 2-year",3707,0,0,0,0,0,0,0,0,0,0
101286004,George C Wallace Community College-Dothan,Sparks Campus,3235 South Eufaula Ave.,Eufaula,AL,36027,4,"Public, 2-year",3707,0,0,0,0,0,0,0,0,0,0
101295001,George C Wallace State Community College-Hanceville,Main Campus,801 MAIN ST NW,HANCEVILLE,AL,350772000,4,"Public, 2-year",5247,0,0,0,0,0,1,1,0,0,2
101301001,George C Wallace State Community College-Selma,Main Campus,3000 EARL GOODWIN PARKWAY,SELMA,AL,367032808,4,"Public, 2-year",1781,0,0,0,0,0,0,0,0,0,0
101365001,Herzing College,Main Campus,280 WEST VALLEY AVENUE,BIRMINGHAM,AL,35209,3,"Private for-profit, 4-year or above",371,0,0,0,0,0,0,0,0,0,0
101435001,Huntingdon College,Main Campus,1500 East Fairview Avenue,Montgomery,AL,361062148,2,"Private nonprofit, 4-year or above",954,0,0,0,0,0,0,0,0,0,0
101453001,Heritage Christian University,Main Campus,3625 HELTON DR,FLORENCE,AL,35630,2,"Private nonprofit, 4-year or above",90,0,0,0,0,0,0,0,0,0,0
101462001,J F Drake State Technical College,Main Campus,3421 MERIDIAN ST N,HUNTSVILLE,AL,358111544,4,"Public, 2-year",694,0,0,0,0,0,0,0,0,0,0
101480001,Jacksonville State University,Main Campus,700 Pelham Road North,Jacksonville,AL,36265,1,"Public, 4-year or above",9077,0,0,0,0,0,1,13,3,0,17
101499001,Jefferson Davis Community College,Main Campus,220 ALCO DR,BREWTON,AL,36426,4,"Public, 2-year",1257,0,0,0,0,0,0,1,0,0,1
101505001,Jefferson State Community College,Jefferson,2601 CARSON RD,BIRMINGHAM,AL,352153098,4,"Public, 2-year",7944,0,0,0,0,0,0,1,0,0,1
101514001,John C Calhoun State Community College,Main Campus,HWY 31 N,DECATUR,AL,356092216,4,"Public, 2-year",9123,0,0,0,0,0,0,0,0,0,0
101541001,Judson College,Main Campus,302 BIBB ST,MARION,AL,36756,2,"Private nonprofit, 4-year or above",311,0,0,0,0,0,0,0,0,0,0
101569001,Lawson State Community College-Birmingham Campus,Lawson State Community College,3060 WILSON RD SW,BIRMINGHAM,AL,352211717,4,"Public, 2-year",3320,0,0,1,0,0,3,0,0,0,4
101569002,Lawson State Community College-Birmingham Campus,Bessemer Campus,1100 9th Ave,Bessemer,AL,35022,4,"Public, 2-year",3320,0,0,0,0,0,0,0,0,0,0
101587001,University of West Alabama,Main Campus,STATION ONE,LIVINGSTON,AL,35470,1,"Public, 4-year or above",4011,0,0,0,0,0,0,4,4,0,8
101602001,Lurleen B Wallace Community College,Main Campus,1000 Dannelly Blvd.,ANDALUSIA,AL,364201418,4,"Public, 2-year",1592,0,0,0,0,0,0,0,0,0,0
101602002,Lurleen B Wallace Community College,Lurleen B. Wallace Community College-MacArthur Cam,1708 N. Main Street,Opp,AL,36467,4,"Public, 2-year",1592,0,0,0,0,0,0,0,0,0,0
101602003,Lurleen B Wallace Community College,Lurleen B. Wallace Community College-Greenville Ca,750 Greenville Bypass,Greenville,AL,36037,4,"Public, 2-year",1592,0,0,0,0,0,0,0,0,0,0
101648001,Marion Military Institute,Main Campus,1101 Washington St.,Marion,AL,36756,5,"Private nonprofit, 2-year",397,0,0,0,0,0,5,2,0,0,7
101675001,Miles College,Main Campus,5500 MYRON MASSEY BLVD,FAIRFIELD,AL,35064,2,"Private nonprofit, 4-year or above",1210,0,0,0,0,0,0,30,0,0,30
101693001,University of Mobile,University of Mobile,5735 College Parkway,MOBILE,AL,366132842,2,"Private nonprofit, 4-year or above",1541,0,0,0,0,0,0,5,0,0,5
101709001,University of Montevallo,University of Montevallo,STATION 6001,MONTEVALLO,AL,35115,1,"Public, 4-year or above",2949,0,0,2,0,0,3,13,0,1,19
101736001,Northwest Shoals Community College-Muscle Shoals,Main Campus,800 GEORGE WALLACE BLVD,MUSCLE SHOALS,AL,35661,4,"Public, 2-year",3678,0,0,0,0,0,0,0,0,0,0
101736002,Northwest Shoals Community College-Muscle Shoals,Phil Campbell Campus,2080 College Road,Phil Campbell,AL,35581,4,"Public, 2-year",3678,0,0,0,0,0,0,0,0,0,0
101879001,University of North Alabama,Main Campus,1 Harrison Plaza- UNA Box 5067,FLORENCE,AL,356320001,1,"Public, 4-year or above",4663,0,0,1,0,0,1,18,0,0,20
101879002,University of North Alabama,East Campus,1640 tune av.,florence,AL,35630,1,"Public, 4-year or above",4663,0,0,0,0,0,0,0,0,0,0
101897001,Northeast Alabama Community College,Northeast Alabama Community College,P.O. Box 159  / 138 Alabama Hwy 35,Rainsville,AL,35986,4,"Public, 2-year",2513,0,0,0,0,0,0,0,0,0,0
101912001,Oakwood College,Main Campus,7000 ADVENTIST BLVD NW,HUNTSVILLE,AL,358960003,2,"Private nonprofit, 4-year or above",1824,0,0,0,0,0,1,22,2,0,25
101949001,Alabama Southern Community College,Main Campus,P.O. Box 2000,MONROEVILLE,AL,364612000,4,"Public, 2-year",1242,0,0,0,0,0,0,2,0,0,2
101949002,Alabama Southern Community College,THOMASVILLE CAMPUS,30755 Hwy 43 South,Thomasville,AL,367842000,4,"Public, 2-year",1242,0,0,0,0,0,0,2,0,0,2
101949003,Alabama Southern Community College,GILBERTOWN CAMPUS,251 College Street,Gilbertown,AL,36908,4,"Public, 2-year",1242,0,0,0,0,0,0,0,0,0,0
101949004,Alabama Southern Community College,JACKSON CAMPUS,235 College Avenue,Jackson,AL,36545,4,"Public, 2-year",1242,0,0,0,0,0,0,2,0,0,2
101949005,Alabama Southern Community College,Demopolis Campus,186 Field of Dreams Drive,Demopolis,AL,36732,4,"Public, 2-year",1242,0,0,0,0,0,0,0,0,0,0
101958001,Prince Institute of Professional Studies Inc,Main Campus,7735 ATLANTA HWY,MONTGOMERY,AL,361174231,6,"Private for-profit, 2-year",59,0,0,0,0,0,0,0,0,0,0
101994001,Reid State Technical College,Main Campus,I65 AND HWY 83,EVERGREEN,AL,36401,4,"Public, 2-year",584,0,0,0,0,0,0,0,0,0,0
102030001,Bishop State Community College,Main Campus,351 NORTH BROAD STREET,MOBILE,AL,366035898,4,"Public, 2-year",2811,0,0,0,0,0,0,0,0,0,0
102049001,Samford University,Main Campus,800 LAKESHORE DR,BIRMINGHAM,AL,352292240,2,"Private nonprofit, 4-year or above",,0,0,1,0,0,0,18,2,0,21
102067001,Shelton State Community College,Main Campus,9500 OLD GREENSBORO RD,TUSCALOOSA,AL,35405,4,"Public, 2-year",5323,0,0,0,0,0,0,1,0,0,1
102067002,Shelton State Community College,C. A. Fredd Campus,3401 MARTIN LUTHER KING BLVD,TUSCALOOSA,AL,354013541,4,"Public, 2-year",5323,0,0,0,0,0,0,1,0,0,1
102076001,Snead State Community College,Main Campus,P.O. Box 734,BOAZ,AL,359570734,4,"Public, 2-year",2158,0,0,3,0,0,0,0,0,0,3
102094001,University of South Alabama,Main Campus,307 N UNIVERSITY BLVD,MOBILE,AL,366880002,1,"Public, 4-year or above",13779,0,0,1,0,4,5,22,4,0,36
102094005,University of South Alabama,USA Springhill Ave. Campus,1504 Springhill Ave,Mobile,AL,36604,1,"Public, 4-year or above",13779,0,0,0,0,1,0,0,3,0,4
102094006,University of South Alabama,USA Brookley,254 Old Bay Front Rd.,Mobile,AL,36615,1,"Public, 4-year or above",13779,0,0,0,0,0,0,0,0,0,0
102094101,University of South Alabama,USA Fairhope,10 N. Summit St.,Fairhope,AL,36532,1,"Public, 4-year or above",13779,,,,,,,,,,0
102216001,Southern Community College,Main Campus,205 S MAIN ST,TUSKEGEE,AL,360830688,5,"Private nonprofit, 2-year",,0,0,0,0,0,0,0,0,0,0
102234001,Spring Hill College,Spring Hill College,4000 DAUPHIN ST,MOBILE,AL,366081791,2,"Private nonprofit, 4-year or above",,0,0,0,0,0,0,2,0,0,2
102261001,Southeastern Bible College,Main Campus,2545 Valleydale Road,BIRMINGHAM,AL,352442083,2,"Private nonprofit, 4-year or above",220,0,0,0,0,0,0,1,0,0,1
102270001,Stillman College,Main Campus,3601 Stillman Boulevard,TUSCALOOSA,AL,35401,2,"Private nonprofit, 4-year or above",915,0,0,0,0,0,0,37,0,0,37
102298001,Talladega College,Main Campus,627 W BATTLE ST,TALLADEGA,AL,35160,2,"Private nonprofit, 4-year or above",350,0,0,0,0,1,1,13,0,0,15
102313001,H Councill Trenholm State Technical College,Main Campus - Trenholm Campus,1225 AIR BASE BLVD,MONTGOMERY,AL,361083199,4,"Public, 2-year",1340,0,0,0,0,0,0,3,0,1,4
102368001,Troy University,Troy Campus,University Avenue,TROY,AL,360820001,1,"Public, 4-year or above",,0,0,1,0,1,0,2,0,1,5
102368002,Troy University,Phenix City Campus,1 University Place,Phenix City,AL,36869,1,"Public, 4-year or above",,0,0,0,0,0,0,0,0,0,0
102368003,Troy University,Montgomery Campus,231 Montgomery Street,Montgomery,AL,361034419,1,"Public, 4-year or above",,0,0,0,0,0,0,0,0,0,0
102368004,Troy University,Dothan Campus,501 University Drive,Dothan,AL,363040368,1,"Public, 4-year or above",,0,0,0,0,0,0,0,0,0,0
102368005,Troy University,Atlantic Region,"5425 Robin Hood Road, Suite B1",Norfolk,VA,23513,1,"Public, 4-year or above",,0,0,0,0,0,0,0,0,0,0
102368006,Troy University,Florida Region,"81 Beal Parkway, S. E.",Ft Walton Beach,FL,32548,1,"Public, 4-year or above",,0,0,0,0,0,0,0,0,0,0
102368007,Troy University,Southeast Region,"506 Manchester Expressway, St. B20",Columbus,GA,31914,1,"Public, 4-year or above",,0,0,0,0,0,0,0,0,0,0
102368008,Troy University,Western Region,"5825 Delmonico Drive, Suite 120",Colorado Springs,CO,80919,1,"Public, 4-year or above",,0,0,0,0,0,0,0,0,0,0
102368009,Troy University,Distance Learning,Extended Learning Center Brundidge Street,Troy,AL,36082,1,"Public, 4-year or above",,0,0,0,0,0,0,0,0,0,0
102377001,Tuskegee University,Main Campus,"Kresge Center, 3rd Floor",Tuskegee,AL,360881920,2,"Private nonprofit, 4-year or above",2936,0,0,0,0,3,1,29,0,0,33
102395001,United States Sports Academy,Main Campus,ONE ACADEMY DR,DAPHNE,AL,365267055,2,"Private nonprofit, 4-year or above",522,0,0,0,0,0,0,0,0,0,0
102429001,Bevill State Community College,Main Campus,100 STATE ST,SUMITON,AL,35148,4,"Public, 2-year",3987,0,0,0,0,0,0,3,0,0,3
102553001,University of Alaska Anchorage,Anchorage Campus,3211 PROVIDENCE DR,ANCHORAGE,AK,99508,1,"Public, 4-year or above",16463,0,0,0,0,1,5,9,1,0,16
102553002,University of Alaska Anchorage,Matanuska-Susitna,Mile 2 Trunk Road,Palmer,AK,99645,1,"Public, 4-year or above",16463,0,0,0,0,0,0,0,0,0,0
102553003,University of Alaska Anchorage,Kenai River Campus,34820 College Drive,Soldotna,AK,99669,1,"Public, 4-year or above",16463,0,0,0,0,0,0,0,0,0,0
102553004,University of Alaska Anchorage,Kachemak Bay Campus,533 E. Pioneer Avenue,Homer,AK,996037624,1,"Public, 4-year or above",16463,0,0,0,0,0,0,0,0,0,0
102553005,University of Alaska Anchorage,Kodiak College,117 Benny Benson Drive,Kodiak,AK,99615,1,"Public, 4-year or above",16463,0,0,0,0,0,0,0,0,0,0
102614001,University of Alaska Fairbanks,University of Alaska Fairbanks,P.O. Box 757480,FAIRBANKS,AK,997757480,1,"Public, 4-year or above",8618,0,0,2,0,0,2,13,0,0,17
102614002,University of Alaska Fairbanks,Kuskokwim rural campus,201 Akiak Drive,Bethel,AK,995590368,1,"Public, 4-year or above",8618,0,0,0,0,0,0,0,0,0,0
102614003,University of Alaska Fairbanks,Northwest rural campus,Pouch 400,Nome,AK,99762,1,"Public, 4-year or above",8618,0,0,0,0,0,0,0,0,0,0
102614004,University of Alaska Fairbanks,Bristol Bay rural campus,Box 1070,Dillingham,AK,99576,1,"Public, 4-year or above",8618,0,0,0,0,0,0,1,0,0,1
102614005,University of Alaska Fairbanks,Chukchi rural campus,Box 297,Kotzebue,AK,99752,1,"Public, 4-year or above",8618,0,0,0,0,0,0,1,1,0,2
102614006,University of Alaska Fairbanks,Interior- Aleutians campus,P.O. Box 756720,Fairbanks,AK,997756720,1,"Public, 4-year or above",8618,0,0,0,0,0,0,0,0,0,0
102614007,University of Alaska Fairbanks,Tanana Valley campus,604 Barnette Street,Fairbanks,AK,99701,1,"Public, 4-year or above",8618,0,0,0,0,0,0,0,0,0,0
102632001,University of Alaska Southeast,Main Campus,11120 GLACIER HWY,JUNEAU,AK,99801,1,"Public, 4-year or above",2952,0,0,0,0,0,0,0,1,0,1
102632002,University of Alaska Southeast,University of Alaska Southeast - Ketchikan,2600 7th Ave,Ketchikan,AK,99901,1,"Public, 4-year or above",2952,,,,,,,,,,0
102632003,University of Alaska Southeast,University of Alaska Southeast - Sitka,1332 Seward St,Sitka,AK,99835,1,"Public, 4-year or above",2952,,,,,,,,,,0
102669001,Alaska Pacific University,Main Campus,4101 UNIVERSITY DR,ANCHORAGE,AK,99508,2,"Private nonprofit, 4-year or above",719,0,0,0,0,0,0,9,0,0,9
102711001,Alaska Vocational Technical Center,Residence Life Campus,516 3rd Avenue,SEWARD,AK,996640889,7,"Public, less-than 2-year",603,0,0,0,0,0,1,0,0,0,1
102845001,Charter College,Main Campus,2221 E NORTHERN LIGHTS BLVD STE 120,ANCHORAGE,AK,99508,3,"Private for-profit, 4-year or above",,0,0,0,0,0,0,1,0,0,1
103361001,Prince William Sound Community College,Main Campus,303 LOWE ST,VALDEZ,AK,99686,4,"Public, 2-year",909,0,0,0,0,0,0,1,0,0,1
103501001,Career Academy,Main Campus,1415 E TUDOR ROAD,ANCHORAGE,AK,995071033,9,"Private for-profit, less-than 2-year",291,0,0,0,0,0,0,0,0,0,0
103644001,Everest College-Phoenix,Phoenix Campus,"10400 North 25th Avenue, Suite 190",PHOENIX,AZ,85021,3,"Private for-profit, 4-year or above",,0,0,0,0,0,0,0,0,0,0
103723001,Collins College,Collins College,1140 S PRIEST DR,TEMPE,AZ,852815206,3,"Private for-profit, 4-year or above",1700,0,0,0,0,0,0,3,1,1,5
103723002,Collins College,Collins College Branch Campus,9630 North 25th Ave.,Phoenix,AZ,850212740,3,"Private for-profit, 4-year or above",1700,0,0,0,0,0,0,0,0,0,0
103732001,Artistic Beauty Colleges-Paradise Valley,Main Campus,12827 North Tatum Blvd.,Phoenix,AZ,85032,9,"Private for-profit, less-than 2-year",51,0,0,0,0,0,0,1,0,0,1
103741001,Artistic Beauty Colleges-Tucson,Main Campus,3030 E SPEEDWAY BLVD,TUCSON,AZ,85716,9,"Private for-profit, less-than 2-year",254,0,0,0,0,0,0,0,0,0,0
103778001,Thunderbird School of Global Management,MAIN CAMPUS,1 Global Place,GLENDALE,AZ,853066000,2,"Private nonprofit, 4-year or above",1194,0,0,0,0,0,1,0,1,0,2
103787001,American Indian College of the Assemblies of God Inc,Main Campus,10020 N 15TH AVE,PHOENIX,AZ,85021,2,"Private nonprofit, 4-year or above",,0,0,0,0,0,0,0,0,0,0
103811001,American Institute of Technology,Main Campus,440 S 54TH AVE,PHOENIX,AZ,850434729,9,"Private for-profit, less-than 2-year",490,0,0,0,0,0,0,0,0,0,0
103893001,Apollo College-Phoenix Inc,Main Campus,8503 N 27TH AVE,PHOENIX,AZ,850514063,6,"Private for-profit, 2-year",,0,0,0,0,0,0,0,0,0,0
103893002,Apollo College-Phoenix Inc,APOLLO COLLEGE-TRI CITY INC,630 W SOUTHERN AVE,MESA,AZ,852105005,6,"Private for-profit, 2-year",,0,0,0,0,0,0,0,0,0,0
103893003,Apollo College-Phoenix Inc,APOLLO COLLEGE-TUCSON,3550 N ORACLE RD,TUCSON,AZ,857053591,6,"Private for-profit, 2-year",,0,0,0,0,0,0,3,0,0,3
103893004,Apollo College-Phoenix Inc,Westside Campus,2701 W BETHANY HOME RD,PHOENIX,AZ,850171705,6,"Private for-profit, 2-year",,0,0,0,0,0,0,1,0,0,1
103893005,Apollo College-Phoenix Inc,APOLLO COLLEGE-NEW MEXICO,1001 Menaul Blvd NE,ALBUQUERQUE,NM,871071642,6,"Private for-profit, 2-year",,0,0,0,0,0,0,1,0,0,1
103893006,Apollo College-Phoenix Inc,Las Vegas,"5740 S. Eastern Avenue, Suite 140",Las Vegas,NV,89119,6,"Private for-profit, 2-year",,,,,,,,,,,0
103945001,College America,Main Campus,3012 East Route 66,Flagstaff,AZ,86004,6,"Private for-profit, 2-year",197,0,0,0,0,0,0,0,0,0,0
103954001,Arizona Academy of Beauty Inc,Main Campus,5631 E SPEEDWAY BLVD,TUCSON,AZ,85712,9,"Private for-profit, less-than 2-year",47,0,0,0,0,0,0,0,0,0,0
103963001,Arizona Automotive Institute,Arizona Automotive Institute,6829 N 46TH AVE,GLENDALE,AZ,853013579,6,"Private for-profit, 2-year",582,0,0,0,0,0,0,1,1,0,2
104090001,International Institute of the Americas,Main Campus,6049 N 43RD AVE,PHOENIX,AZ,85019,2,"Private nonprofit, 4-year or above",,0,0,0,0,0,0,0,2,0,2
104151001,Arizona State University at the Tempe Campus,Tempe Campus,735 E. Apache Blvd.,TEMPE,AZ,852871812,1,"Public, 4-year or above",,0,0,10,0,6,18,153,72,1,260
104160001,Arizona Western College,Main Campus,2020 S. Avenue 8E,YUMA,AZ,85365,4,"Public, 2-year",6953,0,0,0,0,0,9,35,1,0,45
104160002,Arizona Western College,Entrepreneurial Center,1351 S. Redondo Center Dr.,Yuma,AZ,85365,4,"Public, 2-year",6953,0,0,0,0,0,0,0,2,0,2
104160003,Arizona Western College,San Luis Learning Center,1340 N 8th Avenue,San Luis,AZ,85349,4,"Public, 2-year",6953,0,0,0,0,0,0,0,0,0,0
104160004,Arizona Western College,Somerton Center,1011 N. Somerton Ave.,Somerton,AZ,85350,4,"Public, 2-year",6953,0,0,0,0,0,0,0,0,0,0
104160005,Arizona Western College,Parker/La Paz County Center,601 W. 11th Street,Parker,AZ,85344,4,"Public, 2-year",6953,0,0,0,0,0,0,0,0,0,0
104179001,University of Arizona,Main Campus,1401 E UNIVERSITY,TUCSON,AZ,857210066,1,"Public, 4-year or above",37217,0,0,4,0,0,1,101,0,1,107
104188001,The Art Center Design College-Tucson,Main Campus,2525 N COUNTRY CLUB RD,TUCSON,AZ,85716,3,"Private for-profit, 4-year or above",311,0,0,0,0,0,0,0,0,0,0
104294001,Toni & Guy Hairdressing Academy,Main Campus,7201 E CAMELBACK STE 100,SCOTTSDALE,AZ,85251,9,"Private for-profit, less-than 2-year",301,0,0,0,0,0,0,0,0,0,0
104294002,Toni & Guy Hairdressing Academy,PHOENIX BRANCH,15210 S. 50TH STREET SUITE 150,PHOENIX,AZ,85044,9,"Private for-profit, less-than 2-year",301,0,0,0,0,0,0,0,0,0,0
104346001,Central Arizona College,Main Campus-Signal Peak,8470 N OVERFIELD RD,COOLIDGE,AZ,852289778,4,"Public, 2-year",4951,0,0,2,0,0,1,25,1,1,30
104346002,Central Arizona College,ARAVAIPA CAMPUS,80440 EAST ARAVAIPA RD.,WINKELMAN,AZ,85292,4,"Public, 2-year",4951,0,0,0,0,0,0,0,0,0,0
104346003,Central Arizona College,SUPERSTITION MOUNTAIN CAMPUS,273 OLD WEST HIGHWAY,APACHE JUNCTION,AZ,852195231,4,"Public, 2-year",4951,0,0,1,0,0,0,1,2,0,4
104346004,Central Arizona College,FLORENCE CENTER (ASPC),"800 E. BUTTE, BLDG 100",FLORENCE,AZ,85232,4,"Public, 2-year",4951,0,0,0,0,0,0,0,0,0,0
104346005,Central Arizona College,CASA GRANDE CENTER,1015 EAST FLORENCE BLVD.,CASA GRANDE,AZ,85222,4,"Public, 2-year",4951,0,0,0,0,0,0,0,0,0,0
104346006,Central Arizona College,Coolidge Training & Assessment Center,168 S. Main Street,Coolidge,AZ,85228,4,"Public, 2-year",4951,,,,,,,,,,0
104346007,Central Arizona College,Johnson Ranch,29895 N. Desert Willow Blvd.,Queen Creek,AZ,85243,4,"Public, 2-year",4951,,,,,,,,,,0
104346008,Central Arizona College,Maricopa Center,"20800 N. John Wayne Parkway, Ste.104",Maricopa,AZ,85239,4,"Public, 2-year",4951,,,,,,,,,,0
104364001,Brown Mackie College-Tucson,Main Campus,4585 E. Speedway Blvd #204,Tucson,AZ,85712,3,"Private for-profit, 4-year or above",300,0,0,0,0,0,0,4,0,0,4
104391001,Charles of Italy Beauty College,Main Campus,"1987 MCCULLOCH BLVD, Suite 205",LAKE HAVASU CITY,AZ,86403,9,"Private for-profit, less-than 2-year",,0,0,0,0,0,0,0,0,0,0
104425001,Cochise College,Main Campus,4190 W. Highway 80,Douglas,AZ,856079724,4,"Public, 2-year",4133,0,0,0,0,0,0,0,1,0,1
104434001,Artistic Beauty Colleges-Flagstaff,Main Campus,1790 E RTE 66,FLAGSTAFF,AZ,86004,9,"Private for-profit, less-than 2-year",52,0,0,0,0,0,0,0,0,0,0
104443001,Artistic Beauty Colleges-Chandler,Main Campus,2978 N ALMA SCHOOL RD  STE 1-3,CHANDLER,AZ,85224,9,"Private for-profit, less-than 2-year",167,0,0,0,0,0,0,1,1,0,2
104504001,Cortiva Institute-Tucson,Main Campus,6390 E. Broadway,TUCSON,AZ,85710,9,"Private for-profit, less-than 2-year",151,0,0,0,0,0,0,0,1,0,1
104522001,DeVoe College of Beauty,DeVoe College of Beauty,750 BARTOW DR,SIERRA VISTA,AZ,856351832,9,"Private for-profit, less-than 2-year",,0,0,0,0,0,1,0,1,0,2
104531001,DeVry University-Arizona,Phoenix Campus,2149 W DUNLAP AVE,PHOENIX,AZ,850212995,3,"Private for-profit, 4-year or above",1608,0,0,0,0,0,0,0,5,0,5
104531002,DeVry University-Arizona,Northeast Phoenix Center,18500 N. Allied Way,Phoenix,AZ,85054,3,"Private for-profit, 4-year or above",1608,0,0,0,0,0,0,0,0,0,0
104531003,DeVry University-Arizona,Mesa Center,1201 S. Alma School Road,Mesa,AZ,85210,3,"Private for-profit, 4-year or above",1608,0,0,0,0,0,0,0,0,0,0
104568001,Earls Academy of Beauty,Main Campus,2111 S ALMA SCHOOL RD STE 21,MESA,AZ,85210,9,"Private for-profit, less-than 2-year",255,0,0,0,0,0,0,0,0,0,0
104568002,Earls Academy of Beauty,Earl's Academy of Beauty (Phoenix),1107 E. Bell Rd. #104,Phoenix,AZ,85022,9,"Private for-profit, less-than 2-year",255,0,0,0,0,0,0,0,0,0,0
104577001,Eastern Arizona College,Main Campus,615 N. Stadium Avenue,Thatcher,AZ,855520769,4,"Public, 2-year",5314,0,0,1,0,0,0,3,0,0,4
104586001,Embry Riddle Aeronautical University-Prescott,Main Campus,3700 Willow Creek Road,PRESCOTT,AZ,863013720,2,"Private nonprofit, 4-year or above",120,0,0,0,0,0,0,2,0,0,2
104708001,Glendale Community College,Main Campus,6000 W OLIVE AVE,GLENDALE,AZ,85302,4,"Public, 2-year",18444,0,0,0,0,0,0,0,10,1,11
104717001,Grand Canyon University,Grand Canyon University,3300 W CAMELBACK RD,PHOENIX,AZ,85017,3,"Private for-profit, 4-year or above",13415,0,0,0,0,0,1,10,6,0,17
