UNITID_P,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,total,Murder,NegligentManslaughter,ForcibleSexOffense,NonforcibleSexOffense,Robbery,AggravatedAssault,Burglary,VehicleTheft,Arson,TotalCrime
100654001,Alabama A & M University,Main Campus,4107 MERIDIAN ST,NORMAL,AL,35762,1,"Public, 4-year or above",5327,0,0,5,2,4,14,66,1,1,93
100663001,University of Alabama at Birmingham,Main Campus,"ADMINISTRATION BLDG SUITE 1070, 701 20th Street So",BIRMINGHAM,AL,352940110,1,"Public, 4-year or above",16874,0,0,2,0,2,0,22,10,0,36
100690001,Amridge University,Main Campus,1200 TAYLOR RD,MONTGOMERY,AL,361173553,2,"Private nonprofit, 4-year or above",757,0,0,0,0,0,0,0,0,0,0
100706001,University of Alabama in Huntsville,Main Campus,301 SPARKMAN DR,HUNTSVILLE,AL,35899,1,"Public, 4-year or above",7681,0,0,1,0,0,1,11,2,0,15
100724001,Alabama State University,Main Campus,915 SOUTH JACKSON ST,MONTGOMERY,AL,361040271,1,"Public, 4-year or above",5564,0,0,0,0,4,4,4,1,0,13
100751001,The University of Alabama,Main Campus,946 University Blvd,TUSCALOOSA,AL,354870180,1,"Public, 4-year or above",28699,0,0,1,0,7,2,51,3,0,64
100760001,Central Alabama Community College,Alexander City Campus,1675 CHEROKEE RD,ALEXANDER CITY,AL,350110699,4,"Public, 2-year",2441,0,0,0,0,0,0,0,0,0,0
100760002,Central Alabama Community College,Childersburg Campus,34091 Highway 280,Childersburg,AL,35044,4,"Public, 2-year",2441,0,0,0,0,0,0,0,0,0,0
100812001,Athens State University,Athens State University Main Campus,300 N BEATY ST,ATHENS,AL,35611,1,"Public, 4-year or above",3511,0,0,0,0,0,0,0,0,0,0
100830001,Auburn University-Montgomery,Auburn University Montgomery,7400 EAST DRIVE,MONTGOMERY,AL,361173596,1,"Public, 4-year or above",5567,0,0,0,0,0,0,2,1,0,3
100858001,Auburn University Main Campus,Main Campus,107 Samford Hall,AUBURN UNIVERSITY,AL,36849,1,"Public, 4-year or above",24602,0,0,1,0,1,2,30,3,0,37
100937001,Birmingham Southern College,Birmingham-Southern College,900 Arkadelphia Road,Birmingham,AL,35254,2,"Private nonprofit, 4-year or above",1549,0,0,1,0,0,0,0,0,2,3
101028001,Chattahoochee Valley Community College,Main Campus,2602 COLLEGE DR,PHENIX CITY,AL,36869,4,"Public, 2-year",1902,0,0,0,0,0,0,0,0,0,0
101073001,Concordia College-Selma,Main Campus,1804 GREEN ST,SELMA,AL,36701,2,"Private nonprofit, 4-year or above",568,0,0,0,0,0,0,16,0,0,16
101116001,South University-Montgomery,South University - Montgomery,5355 Vaughn Road,MONTGOMERY,AL,361161120,3,"Private for-profit, 4-year or above",661,0,0,0,0,0,0,0,0,0,0
101143001,Enterprise-Ozark Community College,Main Campus,600 PLAZA DR,ENTERPRISE,AL,363301300,4,"Public, 2-year",2833,0,0,0,0,0,0,0,0,0,0
101143002,Enterprise-Ozark Community College,Alabama Aviatipn Center,3405 Highway 231 South,Ozark,AL,36360,4,"Public, 2-year",2833,0,0,0,0,0,0,7,0,0,7
101143003,Enterprise-Ozark Community College,Alabama Aviation Center - Mobile,1975 Avenue C,Mobile,AL,366151403,4,"Public, 2-year",2833,0,0,0,0,0,1,4,0,0,5
101161001,James H Faulkner State Community College,Main Campus,1900 US HWY 31 S,Bay Minette,AL,365072698,4,"Public, 2-year",4355,0,0,0,0,0,0,0,0,0,0
101189001,Faulkner University,Main Campus,5345 ATLANTA HWY,MONTGOMERY,AL,361093378,2,"Private nonprofit, 4-year or above",3272,0,0,0,0,0,0,20,0,0,20
101189002,Faulkner University,FAULKNER UNIVERSITY-BIRMINGHAM,2200 RIVERCHASE CENTER,BIRMINGHAM,AL,352444506,2,"Private nonprofit, 4-year or above",3272,0,0,0,0,0,0,0,0,0,0
101189003,Faulkner University,FAULKNER UNIVERSITY-HUNTSVILLE,420 WYNN DR,HUNTSVILLE,AL,358051963,2,"Private nonprofit, 4-year or above",3272,0,0,0,0,0,0,0,0,0,0
101189004,Faulkner University,FAULKNER UNIVERSITY-MOBILE,3943 Airport Boulevard,MOBILE,AL,366084112,2,"Private nonprofit, 4-year or above",3272,0,0,0,0,0,0,0,0,0,0
101240001,Gadsden State Community College,Gadsden State Community College,PO Box 227,GADSDEN,AL,359020227,4,"Public, 2-year",6917,0,0,0,0,0,2,1,0,0,3
101286001,George C Wallace Community College-Dothan,Wallace Campus,1141 Wallace Drive,DOTHAN,AL,363039234,4,"Public, 2-year",4653,0,0,0,0,0,0,0,0,0,0
101286002,George C Wallace Community College-Dothan,Ft. Rucker Center,Building 4502 Kingsman Street,Fort Rucker,AL,36362,4,"Public, 2-year",4653,0,0,0,0,0,0,1,0,0,1
101286004,George C Wallace Community College-Dothan,Sparks Campus,3235 South Eufaula Ave.,Eufaula,AL,36027,4,"Public, 2-year",4653,0,0,0,0,0,0,0,0,0,0
101295001,George C Wallace State Community College-Hanceville,Main Campus,801 MAIN ST NW,HANCEVILLE,AL,350772000,4,"Public, 2-year",6311,0,0,0,0,0,0,0,0,0,0
101301001,George C Wallace State Community College-Selma,Main Campus,3000 EARL GOODWIN PARKWAY,SELMA,AL,367032808,4,"Public, 2-year",1938,0,0,0,0,0,0,0,0,0,0
101365001,Herzing College,Main Campus,280 WEST VALLEY AVENUE,BIRMINGHAM,AL,35209,3,"Private for-profit, 4-year or above",425,0,0,0,0,0,0,0,1,0,1
101435001,Huntingdon College,Main Campus,1500 East Fairview Avenue,Montgomery,AL,361062148,2,"Private nonprofit, 4-year or above",1075,0,0,0,0,0,0,5,0,0,5
101453001,Heritage Christian University,Main Campus,3625 HELTON DR,FLORENCE,AL,35630,2,"Private nonprofit, 4-year or above",111,0,0,0,0,0,0,0,0,0,0
101462001,J F Drake State Technical College,Main Campus,3421 MERIDIAN ST N,HUNTSVILLE,AL,358111544,4,"Public, 2-year",1258,0,0,0,0,1,0,2,1,0,4
101480001,Jacksonville State University,Main Campus,700 Pelham Road North,Jacksonville,AL,36265,1,"Public, 4-year or above",9351,0,0,0,0,0,0,8,0,0,8
101499001,Jefferson Davis Community College,Main Campus,220 ALCO DR,BREWTON,AL,36426,4,"Public, 2-year",1433,0,0,0,0,0,0,2,0,0,2
101505001,Jefferson State Community College,Jefferson,2601 CARSON RD,BIRMINGHAM,AL,352153098,4,"Public, 2-year",8581,0,0,0,0,0,0,0,0,0,0
101514001,John C Calhoun State Community College,Main Campus,HWY 31 N,DECATUR,AL,356092216,4,"Public, 2-year",11212,0,0,0,0,0,0,0,0,0,0
101541001,Judson College,Main Campus,302 BIBB ST,MARION,AL,36756,2,"Private nonprofit, 4-year or above",313,0,0,0,0,0,0,0,0,0,0
101569001,Lawson State Community College-Birmingham Campus,Lawson State Community College,3060 WILSON RD SW,BIRMINGHAM,AL,352211717,4,"Public, 2-year",4353,0,0,0,0,0,0,3,0,0,3
101569002,Lawson State Community College-Birmingham Campus,Bessemer Campus,1100 9th Ave,Bessemer,AL,35022,4,"Public, 2-year",4353,0,0,0,0,0,0,0,0,0,0
101587001,University of West Alabama,Main Campus,STATION ONE,LIVINGSTON,AL,35470,1,"Public, 4-year or above",5157,0,0,0,0,0,0,5,0,0,5
101602001,Lurleen B Wallace Community College,Main Campus,1000 Dannelly Blvd.,ANDALUSIA,AL,364201418,4,"Public, 2-year",1790,0,0,0,0,0,0,0,0,0,0
101602002,Lurleen B Wallace Community College,Lurleen B. Wallace Community College-MacArthur Cam,1708 N. Main Street,Opp,AL,36467,4,"Public, 2-year",1790,0,0,0,0,0,0,0,0,0,0
101602003,Lurleen B Wallace Community College,Lurleen B. Wallace Community College-Greenville Ca,750 Greenville Bypass,Greenville,AL,36037,4,"Public, 2-year",1790,0,0,0,0,0,0,0,0,0,0
101648001,Marion Military Institute,Main Campus,1101 Washington St.,Marion,AL,36756,4,"Public, 2-year",511,0,0,0,0,0,0,2,0,0,2
101675001,Miles College,Main Campus,5500 MYRON MASSEY BLVD,FAIRFIELD,AL,35064,2,"Private nonprofit, 4-year or above",1791,0,0,0,0,0,0,0,0,0,0
101693001,University of Mobile,University of Mobile,5735 College Parkway,MOBILE,AL,366132842,2,"Private nonprofit, 4-year or above",1570,0,0,0,0,0,0,1,0,0,1
101709001,University of Montevallo,University of Montevallo,STATION 6001,MONTEVALLO,AL,35115,1,"Public, 4-year or above",3044,0,0,3,0,1,0,11,0,0,15
101736001,Northwest Shoals Community College-Muscle Shoals,Main Campus,800 GEORGE WALLACE BLVD,MUSCLE SHOALS,AL,35661,4,"Public, 2-year",4520,0,0,0,0,0,0,0,0,0,0
101736002,Northwest Shoals Community College-Muscle Shoals,Phil Campbell Campus,2080 College Road,Phil Campbell,AL,35581,4,"Public, 2-year",4520,0,0,0,0,0,0,0,0,0,0
101879001,University of North Alabama,Main Campus,1 Harrison Plaza- UNA Box 5067,FLORENCE,AL,356320001,1,"Public, 4-year or above",7194,0,0,1,0,0,0,11,0,0,12
101879002,University of North Alabama,East Campus,1640 tune av.,florence,AL,35630,1,"Public, 4-year or above",7194,0,0,0,0,0,0,0,0,0,0
101897001,Northeast Alabama Community College,Northeast Alabama Community College,P.O. Box 159  / 138 Alabama Hwy 35,Rainsville,AL,35986,4,"Public, 2-year",3370,0,0,0,0,0,0,0,0,0,0
101912001,Oakwood University,Main Campus,7000 ADVENTIST BLVD NW,HUNTSVILLE,AL,358960003,2,"Private nonprofit, 4-year or above",1916,0,0,0,0,0,0,6,0,0,6
101949001,Alabama Southern Community College,Main Campus,P.O. Box 2000,MONROEVILLE,AL,364612000,4,"Public, 2-year",1431,0,0,0,0,0,0,3,0,0,3
101949002,Alabama Southern Community College,THOMASVILLE CAMPUS,30755 Hwy 43 South,Thomasville,AL,367842000,4,"Public, 2-year",1431,0,0,0,0,0,0,2,0,0,2
101949003,Alabama Southern Community College,GILBERTOWN CAMPUS,251 College Street,Gilbertown,AL,36908,4,"Public, 2-year",1431,0,0,0,0,0,0,0,0,0,0
101949004,Alabama Southern Community College,JACKSON CAMPUS,235 College Avenue,Jackson,AL,36545,4,"Public, 2-year",1431,0,0,0,0,0,0,0,0,0,0
101958001,Prince Institute of Professional Studies Inc,Main Campus,7735 ATLANTA HWY,MONTGOMERY,AL,361174231,6,"Private for-profit, 2-year",63,0,0,0,0,0,0,0,0,0,0
101994001,Reid State Technical College,Main Campus,I65 AND HWY 83,EVERGREEN,AL,36401,4,"Public, 2-year",760,0,0,0,0,0,0,0,0,0,0
102030001,Bishop State Community College,Main Campus,351 NORTH BROAD STREET,MOBILE,AL,366035898,4,"Public, 2-year",3598,0,0,0,0,0,0,1,1,0,2
102049001,Samford University,Main Campus,800 LAKESHORE DR,BIRMINGHAM,AL,352292240,2,"Private nonprofit, 4-year or above",4658,0,0,0,0,0,0,37,0,0,37
102058001,Selma University,Selma University,"1501 Lapsley St, Dinkins Hall",Selma,AL,36701,2,"Private nonprofit, 4-year or above",,0,0,0,0,0,0,0,0,0,0
102067001,Shelton State Community College,Main Campus,9500 OLD GREENSBORO RD,TUSCALOOSA,AL,35405,4,"Public, 2-year",5808,0,0,0,0,0,0,0,0,0,0
102067002,Shelton State Community College,C. A. Fredd Campus,3401 MARTIN LUTHER KING BLVD,TUSCALOOSA,AL,354013541,4,"Public, 2-year",5808,0,0,0,0,0,0,0,0,0,0
102076001,Snead State Community College,Main Campus,P.O. Box 734,BOAZ,AL,359570734,4,"Public, 2-year",2483,0,0,0,0,0,0,0,0,0,0
102094001,University of South Alabama,Main Campus,307 N UNIVERSITY BLVD,MOBILE,AL,366880002,1,"Public, 4-year or above",14522,0,0,2,0,5,3,31,9,0,50
102094006,University of South Alabama,USA Brookley,254 Old Bay Front Rd.,Mobile,AL,36615,1,"Public, 4-year or above",14522,0,0,0,0,0,0,3,0,0,3
102094011,University of South Alabama,USA Fairhope,10 N. Summit St.,Fairhope,AL,36532,1,"Public, 4-year or above",14522,0,0,0,0,0,0,0,0,0,0
102234001,Spring Hill College,Spring Hill College,4000 DAUPHIN ST,MOBILE,AL,366081791,2,"Private nonprofit, 4-year or above",1521,0,0,1,0,0,0,0,0,0,1
102261001,Southeastern Bible College,Main Campus,2545 Valleydale Road,BIRMINGHAM,AL,352442083,2,"Private nonprofit, 4-year or above",203,0,0,0,0,0,0,0,0,0,0
102270001,Stillman College,Main Campus,3601 Stillman Boulevard,TUSCALOOSA,AL,35401,2,"Private nonprofit, 4-year or above",1041,0,0,0,0,0,0,8,1,0,9
102298001,Talladega College,Main Campus,627 W BATTLE ST,TALLADEGA,AL,35160,2,"Private nonprofit, 4-year or above",700,0,0,0,0,0,0,20,0,0,20
102313001,H Councill Trenholm State Technical College,Main Campus - Trenholm Campus,1225 AIR BASE BLVD,MONTGOMERY,AL,361083199,4,"Public, 2-year",1733,0,0,0,0,0,0,10,0,0,10
102368001,Troy University,Troy Campus,University Avenue,TROY,AL,360820001,1,"Public, 4-year or above",29328,0,0,0,0,0,0,14,0,0,14
102368002,Troy University,Phenix City Campus,1 University Place,Phenix City,AL,36869,1,"Public, 4-year or above",29328,0,0,0,0,0,0,0,0,0,0
102368003,Troy University,Montgomery Campus,231 Montgomery Street,Montgomery,AL,361034419,1,"Public, 4-year or above",29328,0,0,0,0,1,0,0,0,0,1
102368004,Troy University,Dothan Campus,501 University Drive,Dothan,AL,363040368,1,"Public, 4-year or above",29328,0,0,0,0,0,0,0,0,0,0
102368005,Troy University,Atlantic Region,"5425 Robin Hood Road, Suite B1",Norfolk,VA,23513,1,"Public, 4-year or above",29328,0,0,0,0,0,0,0,0,0,0
102368006,Troy University,Florida Region,"81 Beal Parkway, S. E.",Ft Walton Beach,FL,32548,1,"Public, 4-year or above",29328,0,0,0,0,0,0,0,0,0,0
102368007,Troy University,Southeast Region,"506 Manchester Expressway, St. B20",Columbus,GA,31914,1,"Public, 4-year or above",29328,0,0,0,0,0,0,0,0,0,0
102368008,Troy University,Western Region,"5825 Delmonico Drive, Suite 120",Colorado Springs,CO,80919,1,"Public, 4-year or above",29328,0,0,0,0,0,0,0,0,0,0
102377001,Tuskegee University,Main Campus,"Kresge Center, 3rd Floor",Tuskegee,AL,360881920,2,"Private nonprofit, 4-year or above",2931,0,0,1,0,4,4,59,0,0,68
102395001,United States Sports Academy,Main Campus,ONE ACADEMY DR,DAPHNE,AL,365267055,2,"Private nonprofit, 4-year or above",653,0,0,0,0,0,0,0,0,0,0
102429001,Bevill State Community College,Main Campus,100 STATE ST,SUMITON,AL,35148,4,"Public, 2-year",4554,0,0,0,0,0,0,3,0,0,3
102553001,University of Alaska Anchorage,Anchorage Campus,3211 PROVIDENCE DR,ANCHORAGE,AK,99508,1,"Public, 4-year or above",17276,0,0,1,0,0,1,5,4,0,11
102553002,University of Alaska Anchorage,Matanuska-Susitna,8274 E. College Road,Palmer,AK,99645,1,"Public, 4-year or above",17276,0,0,0,0,0,0,2,1,0,3
102553003,University of Alaska Anchorage,Kenai River Campus,156 College Road,Soldotna,AK,99669,1,"Public, 4-year or above",17276,0,0,0,0,0,0,1,0,0,1
102553004,University of Alaska Anchorage,Kachemak Bay Campus,533 E. Pioneer Avenue,Homer,AK,996037624,1,"Public, 4-year or above",17276,0,0,0,0,0,0,0,0,0,0
102553005,University of Alaska Anchorage,Kodiak College,117 Benny Benson Drive,Kodiak,AK,99615,1,"Public, 4-year or above",17276,0,0,0,0,0,0,0,0,0,0
102614001,University of Alaska Fairbanks,University of Alaska Fairbanks,P.O. Box 757480,FAIRBANKS,AK,997757480,1,"Public, 4-year or above",9137,0,0,5,0,0,1,3,0,0,9
102614002,University of Alaska Fairbanks,Kuskokwim rural campus,201 Akiak Drive,Bethel,AK,995590368,1,"Public, 4-year or above",9137,0,0,0,0,0,0,0,0,0,0
102614003,University of Alaska Fairbanks,Northwest rural campus,Pouch 400,Nome,AK,99762,1,"Public, 4-year or above",9137,0,0,0,0,0,0,0,0,0,0
102614004,University of Alaska Fairbanks,Bristol Bay rural campus,Box 1070,Dillingham,AK,99576,1,"Public, 4-year or above",9137,0,0,0,0,0,0,0,0,0,0
102614005,University of Alaska Fairbanks,Chukchi rural campus,Box 297,Kotzebue,AK,99752,1,"Public, 4-year or above",9137,0,0,0,0,0,0,0,0,0,0
102614006,University of Alaska Fairbanks,Interior- Aleutians campus,P.O. Box 756720,Fairbanks,AK,997756720,1,"Public, 4-year or above",9137,0,0,0,0,0,0,0,0,0,0
102614007,University of Alaska Fairbanks,Community and Technical College,604 Barnette Street,Fairbanks,AK,99701,1,"Public, 4-year or above",9137,0,0,0,0,0,0,0,0,0,0
102632001,University of Alaska Southeast,Main Campus,11120 GLACIER HWY,JUNEAU,AK,99801,1,"Public, 4-year or above",3260,0,0,1,0,0,0,0,0,0,1
102632002,University of Alaska Southeast,University of Alaska Southeast - Ketchikan,2600 7th Ave,Ketchikan,AK,99901,1,"Public, 4-year or above",3260,0,0,0,0,0,0,0,0,0,0
102632003,University of Alaska Southeast,University of Alaska Southeast - Sitka,1332 Seward St,Sitka,AK,99835,1,"Public, 4-year or above",3260,0,0,0,0,0,0,0,0,0,0
102669001,Alaska Pacific University,Main Campus,4101 UNIVERSITY DR,ANCHORAGE,AK,99508,2,"Private nonprofit, 4-year or above",781,0,0,0,0,0,0,0,2,0,2
102711001,Alaska Vocational Technical Center,First Lake Campus,809 Second Avenue,SEWARD,AK,996640889,7,"Public, less-than 2-year",820,0,0,0,0,0,0,0,0,0,0
102711002,Alaska Vocational Technical Center,Resident Life Campus,516 3rd Avenue,Seward,AK,6640889,7,"Public, less-than 2-year",820,0,0,1,0,0,0,1,0,0,2
102711004,Alaska Vocational Technical Center,Port Avenue Campus,808 Port Avenue,Seward,AK,996640889,7,"Public, less-than 2-year",820,0,0,0,0,0,0,0,0,0,0
102711005,Alaska Vocational Technical Center,Applied Technology Campus,1900-1916 Leirer Ave,Seward,AK,996640889,7,"Public, less-than 2-year",820,0,0,0,0,0,0,0,0,0,0
102711006,Alaska Vocational Technical Center,Muldoon Mall Campus,"1250 Muldoon Road, Suite 11",Anchorage,AK,99504,7,"Public, less-than 2-year",820,0,0,0,0,0,1,1,0,1,3
102845001,Charter College,Main Campus,2221 E NORTHERN LIGHTS BLVD STE 120,ANCHORAGE,AK,99508,3,"Private for-profit, 4-year or above",1132,0,0,0,0,0,0,0,0,0,0
102845002,Charter College,Wasilla,721 W. Parks Highway,Wasilla,AK,99654,3,"Private for-profit, 4-year or above",1132,0,0,0,0,0,0,0,0,0,0
102845003,Charter College,Pasco,5278 Outlet Dr.,Pasco,WA,99301,3,"Private for-profit, 4-year or above",1132,0,0,0,0,0,0,0,0,0,0
103361001,Prince William Sound Community College,Main Campus,303 LOWE ST,VALDEZ,AK,99686,4,"Public, 2-year",594,0,0,0,0,0,0,0,0,0,0
103501001,Career Academy,Main Campus,1415 E TUDOR ROAD,ANCHORAGE,AK,995071033,9,"Private for-profit, less-than 2-year",410,0,0,0,0,0,0,0,0,0,0
103644001,Everest College-Phoenix,Phoenix Campus,"10400 North 25th Avenue, Suite 190",PHOENIX,AZ,85021,3,"Private for-profit, 4-year or above",4688,0,0,0,0,0,0,0,0,0,0
103723001,Collins College,Collins College,4750 S. 44th Place,Phoenix,AZ,85040,3,"Private for-profit, 4-year or above",1171,0,0,0,0,0,0,0,0,0,0
103732001,Empire Beauty School-Paradise Valley,"Paradise Valley, AZ",12827 North Tatum Blvd.,Phoenix,AZ,85032,9,"Private for-profit, less-than 2-year",56,0,0,0,0,0,0,0,0,0,0
103741001,Empire Beauty School-Tucson,"C Tucson, AZ",3030 E SPEEDWAY BLVD,TUCSON,AZ,85716,9,"Private for-profit, less-than 2-year",186,0,0,0,0,0,0,0,0,0,0
103778001,Thunderbird School of Global Management,MAIN CAMPUS,1 Global Place,GLENDALE,AZ,853066000,2,"Private nonprofit, 4-year or above",1309,0,0,0,0,0,0,3,1,0,4
103787001,American Indian College of the Assemblies of God Inc,Main Campus,10020 N 15TH AVE,PHOENIX,AZ,85021,2,"Private nonprofit, 4-year or above",86,0,0,0,0,0,0,0,0,0,0
103811001,American Institute of Technology,Main Campus,440 S 54TH AVE,PHOENIX,AZ,850434729,9,"Private for-profit, less-than 2-year",371,0,0,0,0,0,0,0,0,0,0
103893001,Apollo College-Phoenix Inc,Carrington College-Phoenix,8503 N 27TH AVE,PHOENIX,AZ,850514063,3,"Private for-profit, 4-year or above",5844,0,0,0,0,0,0,0,2,0,2
103893002,Apollo College-Phoenix Inc,Carrington College-Mesa,630 West Southern,Mesa,AZ,85210,3,"Private for-profit, 4-year or above",5844,0,0,0,0,0,0,1,0,0,1
103893003,Apollo College-Phoenix Inc,Carrington College-Tucson,3550 N ORACLE RD,TUCSON,AZ,857053591,3,"Private for-profit, 4-year or above",5844,0,0,0,0,0,0,0,0,0,0
103893004,Apollo College-Phoenix Inc,Carrington College-Phoenix Westside,2701 W BETHANY HOME RD,PHOENIX,AZ,850171705,3,"Private for-profit, 4-year or above",5844,0,0,0,0,0,1,0,0,0,1
103893005,Apollo College-Phoenix Inc,Carrington College-Albuquerque,1001 Menaul Blvd NE,ALBUQUERQUE,NM,871071642,3,"Private for-profit, 4-year or above",5844,0,0,0,0,0,0,0,0,0,0
103893006,Apollo College-Phoenix Inc,Carrington College-Las Vegas,"5740 S. Eastern Avenue, Suite 140",Las Vegas,NV,89119,3,"Private for-profit, 4-year or above",5844,0,0,0,0,0,0,0,0,0,0
103945001,College America,Main Campus,3012 East Route 66,Flagstaff,AZ,86004,3,"Private for-profit, 4-year or above",279,0,0,0,0,0,0,0,0,0,0
103954001,Arizona Academy of Beauty Inc,Main Campus,5631 E SPEEDWAY BLVD,TUCSON,AZ,85712,9,"Private for-profit, less-than 2-year",82,0,0,0,0,0,0,0,0,0,0
103963001,Arizona Automotive Institute,Arizona Automotive Institute,6829 N 46TH AVE,GLENDALE,AZ,853013579,6,"Private for-profit, 2-year",805,0,0,0,0,0,0,0,0,0,0
104090001,IIA College,Brookline College - Phoenix Campus,"2445 W. Dunlap Avenue, Suite 100",Phoenix,AZ,85021,3,"Private for-profit, 4-year or above",1313,0,0,0,0,0,0,0,0,0,0
104151001,Arizona State University,Tempe Campus,335 E. Apache Blvd.,TEMPE,AZ,852871812,1,"Public, 4-year or above",68064,0,0,3,0,5,20,119,29,0,176
104151002,Arizona State University,Downtown Phoenix Campus,411 N. Central Avenue,Phoenix,AZ,850042115,1,"Public, 4-year or above",68064,0,0,1,0,3,0,1,0,0,5
104151003,Arizona State University,Polytechnic Campus,7001 E. Williams Field Road,Mesa,AZ,852121812,1,"Public, 4-year or above",68064,0,0,1,0,1,1,4,1,0,8
104151004,Arizona State University,West Campus,4701 W. Thunderbird Road,Glendale,AZ,853061812,1,"Public, 4-year or above",68064,0,0,0,0,0,1,3,4,0,8
104160001,Arizona Western College,Main Campus,2020 S. Avenue 8E,YUMA,AZ,85365,4,"Public, 2-year",7984,0,0,0,0,0,0,1,1,0,2
104160002,Arizona Western College,Entrepreneurial Center,1351 S. Redondo Center Dr.,Yuma,AZ,85365,4,"Public, 2-year",7984,0,0,0,0,0,0,0,0,0,0
104160003,Arizona Western College,San Luis Learning Center,1340 N 8th Avenue,San Luis,AZ,85349,4,"Public, 2-year",7984,0,0,0,0,0,0,0,0,0,0
104160004,Arizona Western College,Somerton Center,1011 N. Somerton Ave.,Somerton,AZ,85350,4,"Public, 2-year",7984,0,0,0,0,0,0,0,0,0,0
104160005,Arizona Western College,Parker/La Paz County Center,601 W. 11th Street,Parker,AZ,85344,4,"Public, 2-year",7984,0,0,0,0,0,0,0,0,0,0
104179001,University of Arizona,Main Campus,1401 E UNIVERSITY,TUCSON,AZ,857210066,1,"Public, 4-year or above",38767,0,0,5,0,3,1,26,21,0,56
104188001,The Art Center Design College-Tucson,Main Campus,2525 N COUNTRY CLUB RD,TUCSON,AZ,85716,3,"Private for-profit, 4-year or above",279,0,0,0,0,0,0,1,0,0,1
104294001,Toni & Guy Hairdressing Academy,Main Campus,7201 E CAMELBACK STE 100,SCOTTSDALE,AZ,85251,9,"Private for-profit, less-than 2-year",261,0,0,0,0,0,1,0,0,0,1
104294002,Toni & Guy Hairdressing Academy,Phoenix Branch,15210 S. 50TH STREET SUITE 150,PHOENIX,AZ,85044,9,"Private for-profit, less-than 2-year",261,0,0,0,0,0,0,0,0,0,0
104346001,Central Arizona College,Main Campus-Signal Peak,8470 N OVERFIELD RD,COOLIDGE,AZ,851289778,4,"Public, 2-year",6795,0,0,0,0,0,1,23,2,1,27
104346002,Central Arizona College,ARAVAIPA CAMPUS,80440 EAST ARAVAIPA RD.,WINKELMAN,AZ,85192,4,"Public, 2-year",6795,0,0,0,0,0,0,0,0,0,0
104346003,Central Arizona College,SUPERSTITION MOUNTAIN CAMPUS,273 OLD WEST HIGHWAY,APACHE JUNCTION,AZ,851195231,4,"Public, 2-year",6795,0,0,0,0,0,0,0,0,0,0
104346004,Central Arizona College,FLORENCE CENTER (ASPC),"800 E. BUTTE, BLDG 100",FLORENCE,AZ,85132,4,"Public, 2-year",6795,0,0,0,0,0,0,0,0,0,0
104346005,Central Arizona College,CASA GRANDE CENTER,1015 EAST FLORENCE BLVD.,CASA GRANDE,AZ,85122,4,"Public, 2-year",6795,0,0,0,0,0,0,0,0,0,0
104346006,Central Arizona College,Coolidge Training & Assessment Center,168 S. Main Street,Coolidge,AZ,85128,4,"Public, 2-year",6795,0,0,0,0,0,0,0,0,0,0
104346008,Central Arizona College,Maricopa Center,"20800 N. John Wayne Parkway, Ste.104",Maricopa,AZ,85139,4,"Public, 2-year",6795,0,0,0,0,0,0,0,0,0,0
104346009,Central Arizona College,San Tan Center,"2474 E. Hunt Highway, Suite 100",San Tan Valley,AZ,851435210,4,"Public, 2-year",6795,0,0,0,0,0,0,0,0,0,0
104346010,Central Arizona College,Corporate Center,"540 N. Camino Mercado, Suite 1",Casa Grande,AZ,851225751,4,"Public, 2-year",6795,0,0,0,0,0,0,0,0,0,0
104364001,Brown Mackie College-Tucson,Brown Mackie College - Tucson,4585 E. Speedway Blvd #204,Tucson,AZ,85712,3,"Private for-profit, 4-year or above",557,0,0,0,0,0,0,0,0,0,0
104391001,Charles of Italy Beauty College,Main Campus,"1987 MCCULLOCH BLVD, Suite 205",LAKE HAVASU CITY,AZ,86403,9,"Private for-profit, less-than 2-year",87,0,0,0,0,0,0,0,0,0,0
104425001,Cochise College,Main Campus,4190 W. Highway 80,Douglas,AZ,856079724,4,"Public, 2-year",4739,0,0,0,0,0,0,1,0,0,1
104434001,Empire Beauty School-Flagstaff,"Flagstaff, AZ",1790 E RTE 66,FLAGSTAFF,AZ,86004,9,"Private for-profit, less-than 2-year",59,0,0,0,0,0,0,0,0,0,0
104443001,Empire Beauty School-Chandler,Main Campus,2978 N ALMA SCHOOL RD  STE 1-3,CHANDLER,AZ,85224,9,"Private for-profit, less-than 2-year",141,0,0,0,0,0,0,0,0,0,0
104504001,Cortiva Institute-Tucson,Main Campus,6390 E. Broadway,TUCSON,AZ,85710,9,"Private for-profit, less-than 2-year",221,0,0,0,0,0,0,0,0,0,0
104531001,DeVry University-Arizona,Phoenix Campus,2149 W DUNLAP AVE,PHOENIX,AZ,850212995,3,"Private for-profit, 4-year or above",2016,0,0,1,0,0,0,2,2,0,5
104531002,DeVry University-Arizona,Northeast Phoenix Center,"18500 N. Allied Way, Suite 150",Phoenix,AZ,85054,3,"Private for-profit, 4-year or above",2016,0,0,0,0,0,0,0,0,0,0
104531003,DeVry University-Arizona,Mesa Center,"1201 S. Alma School Road, Suite 5450",Mesa,AZ,852102011,3,"Private for-profit, 4-year or above",2016,0,0,0,0,0,0,0,0,0,0
